corp_name,stock_code
케이엔제이,272110
케이엘넷,039420
케이엠,083550
케이엠더블유,032500
케이엠제약,225430
케이옥션,102370
케이웨더,068100
케이이엠텍,106080
케이티알파,036030
케이프,064820
케이피에프,024880
케이피엠테크,042040
케이피티유,054410
케일럼,258610
켄코아에어로스페이스,274090
켐트로닉스,089010
켐트로스,220260
코나아이,052400
코난테크놀로지,402030
코닉오토메이션,391710
코다코,046070
코데즈컴바인,047770
코디,080530
코렌텍,104540
코리아나,027050
코리아에셋투자증권,190650
코리아에프티,123410
코맥스,036690
코메론,049430
코미코,183300
코미팜,041960
코세스,089890
코셈,360350
코스나인,082660
코스맥스엔비티,222040
코스메카코리아,241710
코스텍시스,355150
코아스템켐온,166480
코아시아,045970
코아시아씨엠,196450
코어라인소프트,384470
코엔텍,029960
코오롱생명과학,102940
코오롱티슈진,950160
코웰패션,033290
코위버,056360
코윈테크,282880
코이즈,121850
코츠테크놀로지,448710
코칩,126730
코콤,015710
코텍,052330
코퍼스코리아,322780
콜마비앤에이치,200130
쿠콘,294570
퀀타매트릭스,317690
퀀텀온,227100
퀄리타스반도체,432720
큐라클,365270
큐라티스,348080
큐렉소,060280
큐로셀,372320
큐로홀딩스,051780
큐리언트,115180
큐리옥스바이오시스템즈,445680
큐브엔터,182360
큐알티,405100
큐에스아이,066310
큐캐피탈,016600
크라우드웍스,355390
크레버스,096240
크레오에스지,040350
크리스에프앤씨,110790
크리스탈신소재,900250
크린앤사이언스,045520
클래시스,214150
클로봇,466100
클리오,237880
키네마스터,139670
키움제10호스팩,487720
키움제11호스팩,489480
키움제8호스팩,446840
키이스트,054780
킵스파마,256940
타이거일렉,219130
탑런토탈솔루션,336680
탑머티리얼,360070
탑엔지니어링,065130
탑코미디어,134580
태광,023160
태성,323280
태양,053620
태웅,044490
태웅로직스,124560
테고사이언스,191420
테라사이언스,073640
테라젠이텍스,066700
테스,095610
테크엘,064520
테크윙,089030
텔레칩스,054450
텔콘RF제약,200230
토마토시스템,393210
토모큐브,475960
토박스코리아,215480
토비스,051360
토탈소프트,045340
톱텍,108230
투비소프트,079970
툴젠,199800
트루엔,417790
트윔,290090
특수건설,026150
티디에스팜,464280
티로보틱스,117730
티비씨,033830
티사이언티픽,057680
티쓰리,204610
티씨머티리얼즈,125020
티씨케이,064760
티앤알바이오팹,246710
티앤엘,340570
티에스넥스젠,043220
티에스아이,277880
티에스이,131290
티에프이,425420
티엑스알로보틱스,484810
티엔엔터테인먼트,131100
티엘비,356860
티움바이오,321550
티이엠씨,425040
티이엠씨씨엔에스,241790
티케이케미칼,104480
티플랙스,081150
티피씨글로벌,130740
팅크웨어,084730
파두,440110
파라텍,033540
파로스아이바이오,388870
파루,043200
파마리서치,214450
파멥신,208340
파버나인,177830
파세코,037070
파수,150900
파워넷,037030
파워로직스,047310
파이버프로,368770
파이오링크,170790
파인디앤씨,049120
파인디지털,038950
파인메딕스,387570
파인엠텍,441270
파인테크닉스,106240
파인텍,131760
파커스,065690
파크시스템스,140860
파트론,091700
판타지오,032800
팜스빌,318010
팜스토리,027710
패션플랫폼,225590
팬스타엔터프라이즈,054300
팬엔터테인먼트,068050
팬젠,222110
팸텍,271830
펄어비스,263750
펌텍코리아,251970
펨트론,168360
펩트론,087010
포니링크,064800
포메탈,119500
포바이포,389140
포스뱅크,105760
포스코엠텍,009520
포시에스,189690
포인트모바일,318020
포인트엔지니어링,256630
포커스에이아이,331380
포톤,208710
폰드그룹,472850
폴라리스AI,039980
폴라리스AI파마,041910
폴라리스세원,234100
폴라리스오피스,041020
폴라리스우노,114630
푸드나무,290720
푸드웰,005670
푸른기술,094940
푸른소나무,057880
푸른저축은행,007330
풍강,093380
풍국주정,023900
풍원정밀,371950
퓨런티어,370090
퓨릿,445180
퓨처코어,151910
퓨쳐켐,220100
프럼파스트,035200
프레스티지바이오로직스,334970
프로이천,321260
프로텍,053610
프로티아,303360
프롬바이오,377220
프리시젼바이오,335810
프리엠스,053160
플라즈맵,405000
플래스크,041590
플래티어,367000
플랜티넷,075130
플레이디,237820
플레이위드,023770
플루토스,019570
플리토,300080
피노,033790
피델릭스,032580
피씨디렉트,051380
피씨엘,241820
피아이이,452450
피앤씨테크,237750
피앤에스미캐닉스,460940
피에스케이,319660
피에스케이홀딩스,031980
피에스텍,002230
피에이치에이,043370
피엔에이치테크,239890
피엔케이피부임상연구센타,347740
피엔티,137400
피엔티엠에스,257370
피엠티,147760
피제이메탈,128660
피제이전자,006140
피코그램,376180
피플바이오,304840
픽셀플러스,087600
핀텔,291810
필에너지,378340
필옵틱스,161580
핌스,347770
핑거,163730
핑거스토리,417180
하나26호스팩,446750
하나27호스팩,448370
하나28호스팩,454750
하나29호스팩,454640
하나30호스팩,469880
하나31호스팩,469900
하나32호스팩,475240
하나33호스팩,475250
하나34호스팩,484130
하나금융25호스팩,435620
하나기술,299030
하나마이크론,067310
하나머티리얼즈,166090
하림,136480
하림지주,003380
하스,450330
하이드로리튬,101670
하이딥,365590
하이로닉,149980
하이록코리아,013030
하이비젼시스템,126700
하이제8호스팩,450050
하이젠알앤엠,160190
하이즈항공,221840
하이텍팜,106190
하이퍼코퍼레이션,065650
하츠,066130
한국가구,004590
한국경제TV,039340
한국기업평가,034950
한국맥널티,222980
한국비엔씨,256840
한국비티비,219750
한국선재,025550
한국알콜,017890
한국유니온제약,080720
한국전자인증,041460
한국정밀기계,101680
한국정보공학,039740
한국정보인증,053300
한국정보통신,025770
한국제12호스팩,458610
한국제13호스팩,464440
한국제15호스팩,479880
한국첨단소재,062970
한국캐피탈,023760
한국컴퓨터,054040
한국큐빅,021650
한국파마,032300
한국팩키지,037230
한국피아이엠,448900
한글과컴퓨터,030520
한네트,052600
한독크린텍,256150
한라IMS,092460
한빛레이저,452190
한빛소프트,047080
한선엔지니어링,452280
한성크린텍,066980
한솔아이원스,114810
한솔인티큐브,070590
한송네오텍,226440
한스바이오메드,042520
한싹,430690
한양디지텍,078350
한양이엔지,045100
한울반도체,320000
한울소재과학,091440
한울앤제주,276730
한일단조,024740
한일사료,005860
한일화학,007770
한주라이트메탈,198940
한주에이알티,058450
한중엔시에스,107640
한창산업,079170
한컴위드,054920
한켐,457370
한탑,002680
한텍,098070
한화플러스제4호스팩,455310
한화플러스제5호스팩,498390
해성산업,034810
해성에어로보틱스,059270
해성옵틱스,076610
핸디소프트,220180
헝셩그룹,900270
헥토이노베이션,214180
헥토파이낸셜,234340
헬릭스미스,084990
현대ADM,187660
현대공업,170030
현대무벡스,319400
현대바이오,048410
현대바이오랜드,052260
현대사료,016790
현대에버다임,041440
현대에이치티,039010
현대이지웰,090850
현대힘스,460930
현우산업,092300
협진,138360
형지I&C,011080
형지글로벌,308100
홈센타홀딩스,060560
홈캐스트,064240
화성밸브,039610
화신정공,126640
화인써키트,127980
화일약품,061250
효성오앤비,097870
휴네시온,290270
휴럼,353190
휴림로봇,090710
휴림에이텍,078590
휴마시스,205470
휴맥스,115160
휴맥스홀딩스,028080
휴먼테크놀로지,175140
휴메딕스,200670
휴비츠,065510
휴엠앤씨,263920
휴온스,243070
휴온스글로벌,084110
휴젤,145020
흥구석유,024060
흥국,010240
흥국에프엔비,189980
희림,037440
힘스,238490
